?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/BFO_0000031>	"A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time."@en	
<http://www.ebi.ac.uk/efo/EFO_0005741>	"A disorder directly resulting from the presence and activity of a microbial, viral, or parasitic agent in humans. It can be transmitted by direct or indirect contact."	
<http://purl.obolibrary.org/obo/SO_0001244>	"The 60-70 nucleotide region remain after Drosha processing of the primary transcript, that folds back upon itself to form a hairpin structure."	
<http://purl.obolibrary.org/obo/CHEBI_36976>	"A nucleotide is a nucleoside phosphate resulting from the condensation of the 3 or 5 hydroxy group of a nucleoside with phosphoric acid."	
<http://purl.obolibrary.org/obo/OMIT_0018868>		
<http://purl.obolibrary.org/obo/MP_0000001>	"the observable morphological, physiological, behavioral and other characteristics of mammalian organisms that are manifested through development and lifespan"	
<http://purl.obolibrary.org/obo/CHEBI_17234>	"An aldohexose used as a source of energy and metabolic intermediate."	
<http://purl.obolibrary.org/obo/CHEBI_15339>	"A molecular entity that can accept an electron, a pair of electrons, an atom or a group from another molecular entity."	
<http://purl.obolibrary.org/obo/UBERON_0002107>	"An exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes[GO]."	
<http://purl.obolibrary.org/obo/GO_0048869>	"A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."	
<http://edamontology.org/data_3110>	"Raw data (typically MIAME-compliant) for hybridisations from a microarray experiment."	
<http://edamontology.org/data_3754>	"A ranked list of Gene Ontology concepts, each associated with a p-value, concerning or derived from the analysis of e.g. a set of genes or proteins."	
<http://purl.obolibrary.org/obo/GO_0010468>	"Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."	
<http://purl.obolibrary.org/obo/OBI_0000423>	"an extract is a material entity which results from an extraction process"@en	
<http://purl.obolibrary.org/obo/GO_0098687>	"Any subdivision of a chromosome along its length."	
<http://purl.obolibrary.org/obo/OMIT_0004280>	"The systematic arrangement of entities in any field into categories classes based on common characteristics such as properties, morphology, or subject matter."@en	
<http://edamontology.org/operation_0294>	"Align molecular sequences using sequence and structural information."	
<http://purl.obolibrary.org/obo/GO_0010558>	"Any process that decreases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."	
<http://purl.obolibrary.org/obo/OBI_0100060>		
<http://purl.obolibrary.org/obo/GO_0019814>	"A protein complex that in its canonical form is composed of two identical immunoglobulin heavy chains and two identical immunoglobulin light chains, held together by disulfide bonds and sometimes complexed with additional proteins. An immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph."	
<http://www.ebi.ac.uk/efo/EFO_0002694>	"A process performed as part of an experiment or wider study, i.e. intentionally designed."	
<http://purl.obolibrary.org/obo/DOID_302>	"A substance-related disorder that involves a maladaptive pattern of substance use leading to significant impairment in functioning."@en	
<http://purl.obolibrary.org/obo/NCIT_C15239>	"Any of the services rendered for the benefit of a patient."	
<http://purl.obolibrary.org/obo/CHEBI_24431>	"A chemical entity is a physical entity of interest in chemistry including molecular entities, parts thereof, and chemical substances."	
<http://purl.obolibrary.org/obo/ENVO_00002030>	"A biome which is determined by a water body and which has ecological climax communities adapted to life in or on water."	
<http://purl.obolibrary.org/obo/UBERON_0005177>	"An organ or element that part of the trunk region. The trunk region can be further subdividied into thoracic (including chest and thoracic cavity) and abdominal (including abdomen and pelbis) regions."	
<http://purl.obolibrary.org/obo/GO_0003824>	"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."	
<http://purl.obolibrary.org/obo/BFO_0000020>	"b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])"@en	
<http://purl.obolibrary.org/obo/SO_0001041>	"The region of nucleotide sequence of a virus, a submicroscopic particle that replicates by infecting a host cell."	
<http://purl.obolibrary.org/obo/GO_0010467>	"The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."	
<http://purl.obolibrary.org/obo/CHEBI_25367>	"Any polyatomic entity that is an electrically neutral entity consisting of more than one atom."	
<http://purl.obolibrary.org/obo/CHEBI_50860>	"Any molecular entity that contains carbon."	
<http://purl.obolibrary.org/obo/GO_0043232>	"Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."	
<http://purl.obolibrary.org/obo/GO_0007135>	"The second nuclear division of meiosis, in which the two chromatids in each chromosome are separated, resulting in four daughter nuclei from the two nuclei produced in meiosis II."	
<http://purl.obolibrary.org/obo/NCIT_C17004>	"The regular and simultaneous occurrence of alternative nucleotide sequences at equivalent locations of the genetic material among individuals of a single interbreeding population that are not maintained by recurrent mutation. Polymorphisms may range in size from single nucleotide to large nucleotide sequence variation visible at the chromosomal level."	
<http://purl.obolibrary.org/obo/SO_0001410>	"A region which is the result of some arbitrary experimental procedure. The procedure may be carried out with biological material or inside a computer."	
<http://purl.obolibrary.org/obo/NCIT_C16622>	"A segment of DNA with an identifiable physical location on a chromosome and whose inheritance can be followed."	
<http://purl.obolibrary.org/obo/IAO_0000030>	"An information entity is an entity that represents information about some other entity.  For example, a measurement, a clustered data set."	
<http://purl.obolibrary.org/obo/IAO_0000101>	"An image is an affine projection to a two dimensional surface, of measurements of some quality of an entity or entities repeated at regular intervals across a spatial range, where the measurements are represented as color and luminosity on the projected on surface."@en	
